permno,PERMCO,HSHRCD,DLSTCD,HTICK,HCOMNAM,HTSYMBOL,HNAICS,HPRIMEXC,HTRDSTAT,HSECSTAT,CUSIP,COMPNO,ISSUNO,HEXCD,HSICCD,NUMNAM,NUMDIS,NUMSHR,NUMDEL,NUMNDI,BEGDAT,ENDDAT,BEGPRC,ENDPRC,BEGRET,ENDRET,BEGVOL,ENDVOL
82196,13960,11,574,,DENBURY RESOURCES INC,DNR,213112,N,A,R,24791620,60013813,18842,1,1382,10,10,300,1,18,1995-08-25,2020-07-29,1995-08-25,2020-07-29,1995-08-25,2020-07-29,1995-08-25,2020-07-29
82276,13971,12,100,ACGL,ARCH CAPITAL GROUP LTD NEW,ACGL,524210,Q,A,R,G0450A10,70000427,18854,3,6331,7,3,250,1,1744,1995-09-14,2024-12-31,1995-09-14,2024-12-31,1995-09-14,2024-12-31,1995-09-14,2024-12-31
82298,30963,11,574,,DIAMOND OFFSHORE DRILLING INC,DO,213111,N,A,R,25271C10,0,0,1,1381,3,106,300,1,0,1995-10-11,2020-04-24,1995-10-11,2020-04-24,1995-10-11,2020-04-24,1995-10-11,2020-04-24
82303,30970,12,100,EG,EVEREST GROUP LTD,EG,524126,N,A,R,G3223R10,0,0,1,6331,9,117,359,1,0,1995-10-03,2024-12-31,1995-10-03,2024-12-31,1995-10-03,2024-12-31,1995-10-03,2024-12-31
82307,30975,11,100,DVA,DAVITA INC,DVA,621492,N,A,R,23918K10,0,0,1,8092,9,3,364,1,0,1995-10-31,2024-12-31,1995-10-31,2024-12-31,1995-10-31,2024-12-31,1995-10-31,2024-12-31
82308,30976,11,231,,UNION PACIFIC RES GROUP INC,,,N,A,R,90783410,0,0,1,1311,1,20,59,1,0,1995-10-11,2000-07-14,1995-10-11,2000-07-14,1995-10-11,2000-07-14,1995-10-11,2000-07-14
82486,14013,11,100,ERIE,ERIE INDEMNITY CO,ERIE,524210,Q,A,R,29530P10,70018394,18899,3,6410,3,119,224,1,2138,1995-10-02,2024-12-31,1995-10-02,2024-12-31,1995-10-02,2024-12-31,1995-10-02,2024-12-31
82515,14046,11,100,POOL,POOL CORP,POOL,423910,Q,A,R,73278L10,60013897,18936,3,5090,6,89,248,1,1816,1995-10-13,2024-12-31,1995-10-13,2024-12-31,1995-10-13,2024-12-31,1995-10-13,2024-12-31
82581,14098,11,100,HSIC,SCHEIN HENRY INC,HSIC,423450,Q,A,R,80640710,60013947,19005,3,5047,4,3,244,1,1698,1995-11-03,2024-12-31,1995-11-03,2024-12-31,1995-11-03,2024-12-31,1995-11-03,2024-12-31
82598,14152,11,100,NTAP,NETAPP INC,NTAP,334112,Q,A,R,64110D10,60014000,19072,3,3572,3,50,240,1,1988,1995-11-21,2024-12-31,1995-11-21,2024-12-31,1995-11-21,2024-12-31,1995-11-21,2024-12-31
82618,14105,11,241,,SANDISK CORP,SNDK,334112,Q,A,R,80004C10,60013954,19013,3,3570,2,13,126,1,1829,1995-11-08,2016-05-11,1995-11-08,2016-05-11,1995-11-08,2016-05-11,1995-11-08,2016-05-11
82642,31196,11,100,EL,LAUDER ESTEE COS INC,EL,325620,N,A,R,51843910,0,0,1,2844,7,86,360,1,0,1995-11-17,2024-12-31,1995-11-17,2024-12-31,1995-11-17,2024-12-31,1995-11-17,2024-12-31
82643,31197,11,233,,LEXMARK INTERNATIONAL INC NEW,LXK,333316,N,A,R,52977110,0,0,1,3577,6,22,261,1,0,1995-11-15,2016-11-28,1995-11-15,2016-11-28,1995-11-15,2016-11-28,1995-11-15,2016-11-28
82647,31203,11,231,,PHARMACIA & UPJOHN INC,,,N,A,R,71694110,0,0,1,2834,1,19,54,1,0,1995-11-03,2000-03-31,1995-11-03,2000-03-31,1995-11-03,2000-03-31,1995-11-03,2000-03-31
82651,31208,11,100,WAT,WATERS CORP,WAT,334516,N,A,R,94184810,0,0,1,3826,6,2,359,1,0,1995-11-17,2024-12-31,1995-11-17,2024-12-31,1995-11-17,2024-12-31,1995-11-17,2024-12-31
82686,14201,11,233,,CITRIX SYSTEMS INC,CTXS,511210,Q,A,R,17737610,60014048,19130,3,7370,4,19,222,1,2139,1995-12-08,2022-09-29,1995-12-08,2022-09-29,1995-12-08,2022-09-29,1995-12-08,2022-09-29
82775,31386,11,100,HIG,HARTFORD FINANCIAL SVCS GRP INC,HIG,524126,N,A,R,41651510,0,0,1,6331,9,117,361,1,0,1995-12-20,2024-12-31,1995-12-20,2024-12-31,1995-12-20,2024-12-31,1995-12-20,2024-12-31
82959,4957,11,233,,WILLAMETTE INDUSTRIES INC,WLL,,N,A,R,96913310,60004956,6243,1,2621,6,130,153,1,175,1972-12-14,2002-03-14,1972-12-14,2002-03-14,1972-12-14,2002-03-14,1982-11-01,2002-03-14
83111,14394,11,241,,ALEXION PHARMACEUTICALS INC,ALXN,325412,Q,A,R,01535110,60014240,19374,3,2830,3,4,225,1,1770,1996-02-28,2021-07-20,1996-02-28,2021-07-20,1996-02-28,2021-07-20,1996-02-28,2021-07-20
83143,14330,18,100,IRM,IRON MOUNTAIN INC NEW,IRM,493190,N,A,R,46284V10,60014176,19296,1,4226,11,67,335,1,228,1996-02-01,2024-12-31,1996-02-01,2024-12-31,1996-02-01,2024-12-31,1996-02-01,2024-12-31
83332,31614,11,231,,LUCENT TECHNOLOGIES INC,LU,334418,N,A,R,54946310,0,0,1,3661,5,26,137,1,0,1996-04-04,2006-11-30,1996-04-04,2006-11-30,1996-04-04,2006-11-30,1996-04-04,2006-11-30
83413,14506,11,233,,SAPIENT CORP,SAPE,541512,Q,A,R,80306210,60014351,19504,3,7370,2,6,148,1,1772,1996-04-04,2015-02-05,1996-04-04,2015-02-05,1996-04-04,2015-02-05,1996-04-04,2015-02-05
83421,14527,11,552,,DEAN FOODS CO NEW,DF,311511,N,A,R,24237020,60014372,19529,1,2026,7,27,284,1,22,1996-04-17,2019-11-12,1996-04-17,2019-11-12,1996-04-17,2019-11-12,1996-04-17,2019-11-12
83435,14521,11,231,,YAHOO INC,YHOO,541512,Q,A,R,98433210,99995039,99995054,3,7375,8,6,200,1,2088,1996-04-12,2017-06-16,1996-04-12,2017-06-16,1996-04-12,2017-06-16,1996-04-12,2017-06-16
83440,31626,11,231,,ASSOCIATES FIRST CAPITAL CORP,,,N,A,R,04600810,0,0,1,6141,2,20,59,1,0,1996-05-08,2000-12-01,1996-05-08,2000-12-01,1996-05-08,2000-12-01,1996-05-08,2000-12-01
83443,540,11,100,BRKB,BERKSHIRE HATHAWAY INC DEL,BRKB,524126,N,A,R,08467070,60000539,0,1,6331,6,2,353,1,0,1996-05-09,2024-12-31,1996-05-09,2024-12-31,1996-05-09,2024-12-31,1996-05-09,2024-12-31
83462,31647,11,574,,TUPPERWARE BRANDS CORP,TUP,326199,N,A,R,89989610,0,0,1,3089,7,93,347,1,0,1996-05-31,2024-09-16,1996-05-31,2024-09-16,1996-05-31,2024-09-16,1996-05-31,2024-09-16
83583,31650,11,241,,WELLPOINT HEALTH NETWRKS INC NEW,WLP,524114,N,A,R,94973H10,0,0,1,6324,3,3,110,1,0,1996-05-21,2004-11-30,1996-05-21,2004-11-30,1996-05-21,2004-11-30,1996-05-21,2004-11-30
83596,31660,11,233,,ELECTRONIC DATA SYS CORP NEW,EDS,541512,N,A,R,28566110,0,0,1,7373,5,50,154,1,0,1996-06-10,2008-08-25,1996-06-10,2008-08-25,1996-06-10,2008-08-25,1996-06-10,2008-08-25
83597,31661,11,100,FDS,FACTSET RESEARCH SYSTEMS INC,FDS,518210,N,A,R,30307510,0,0,1,7374,8,107,354,1,0,1996-06-28,2024-12-31,1996-06-28,2024-12-31,1996-06-28,2024-12-31,1996-06-28,2024-12-31
83601,5009,11,100,WOR,WORTHINGTON ENTERPRISES INC,WOR,331221,N,A,R,98181110,60005008,6309,1,3316,10,219,400,1,528,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1982-11-01,2024-12-31
83621,14744,11,100,ANSS,ANSYS INC,ANSS,513210,Q,A,R,03662Q10,60014586,19779,3,7370,3,2,241,1,1717,1996-06-20,2024-12-31,1996-06-20,2024-12-31,1996-06-20,2024-12-31,1996-06-20,2024-12-31
83630,14750,11,574,,BROADVISION INC,BVSN,511210,Q,A,R,11141270,60014592,19785,3,7373,7,3,174,1,1783,1996-06-21,2020-05-18,1996-06-21,2020-05-18,1996-06-21,2020-05-18,1996-06-21,2020-05-18
83693,14773,11,233,,SIEBEL SYSTEMS INC,SEBL,511210,Q,A,R,82617010,60014615,19809,3,7370,2,6,70,1,1166,1996-06-28,2006-01-31,1996-06-28,2006-01-31,1996-06-28,2006-01-31,1996-06-28,2006-01-31
83699,14691,11,233,,TITANIUM METALS CORP,TIE,331491,N,A,R,88833920,60014534,19724,1,3341,7,24,194,1,113,1996-06-05,2013-01-07,1996-06-05,2013-01-07,1996-06-05,2013-01-07,1996-06-05,2013-01-07
83862,14915,11,231,,E TRADE FINANCIAL CORP,ETFC,523120,Q,A,R,26924640,60014755,19977,3,6211,9,12,232,1,1100,1996-08-16,2020-10-01,1996-08-16,2020-10-01,1996-08-16,2020-10-01,1996-08-16,2020-10-01
83906,14927,11,233,,STERICYCLE INC,SRCL,562219,Q,A,R,85891210,60014767,19992,3,4950,2,3,235,1,1768,1996-08-23,2024-11-01,1996-08-23,2024-11-01,1996-08-23,2024-11-01,1996-08-23,2024-11-01
83976,22200,11,100,ANF,ABERCROMBIE & FITCH CO,ANF,458110,N,A,R,00289620,0,0,1,5611,5,66,346,1,0,1996-09-26,2024-12-31,1996-09-26,2024-12-31,1996-09-26,2024-12-31,1996-09-26,2024-12-31
83981,31726,11,552,,CALPINE CORP,CPN,221119,N,A,R,13134710,0,0,1,4911,5,3,121,1,0,1996-09-20,2005-12-05,1996-09-20,2005-12-05,1996-09-20,2005-12-05,1996-09-20,2005-12-05
84001,31749,11,233,,UNIVISION COMMUNICATIONS INC,UVN,515120,N,A,R,91490610,0,0,1,4833,4,3,133,1,0,1996-09-27,2007-03-28,1996-09-27,2007-03-28,1996-09-27,2007-03-28,1996-09-27,2007-03-28
84020,31758,11,233,,I M S HEALTH INC,RX,518210,N,A,R,44993410,0,0,1,7374,6,58,167,1,0,1996-11-04,2010-02-25,1996-11-04,2010-02-25,1996-11-04,2010-02-25,1996-11-04,2010-02-25
84032,31769,11,100,NOV,N O V INC,NOV,333996,N,A,R,62955J10,0,0,1,3594,6,59,350,1,0,1996-10-29,2024-12-31,1996-10-29,2024-12-31,1996-10-29,2024-12-31,1996-10-29,2024-12-31
84036,31772,11,233,,SABRE HOLDINGS CORP,TSG,518111,N,A,R,78590510,0,0,1,7375,6,18,133,1,0,1996-10-11,2007-03-30,1996-10-11,2007-03-30,1996-10-11,2007-03-30,1996-10-11,2007-03-30
84129,5057,11,100,ZION,ZIONS BANCORPORATION N A,ZION,522110,Q,A,R,98970110,60005056,6371,3,6021,6,211,316,1,1805,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1982-11-01,2024-12-31
84176,31806,11,100,SSP,E W SCRIPPS CO,SSP,516210,Q,A,R,81105440,60020146,26972,3,2711,9,64,296,1,121,1996-11-14,2024-12-31,1996-11-14,2024-12-31,1996-11-14,2024-12-31,1996-11-14,2024-12-31
84262,15171,11,100,STLD,STEEL DYNAMICS INC,STLD,331110,Q,A,R,85811910,60015010,20297,3,3310,5,93,237,1,1755,1996-11-22,2024-12-31,1996-11-22,2024-12-31,1996-11-22,2024-12-31,1996-11-22,2024-12-31
84342,15229,11,233,,MONSTER WORLDWIDE INC,MWW,541810,N,A,R,61174210,60015067,20375,1,7363,5,3,191,1,1140,1996-12-13,2016-10-31,1996-12-13,2016-10-31,1996-12-13,2016-10-31,1996-12-13,2016-10-31
84372,31832,11,100,VYX,N C R VOYIX CORP,VYX,334118,N,A,R,62886E10,0,0,1,3575,9,3,348,1,0,1997-01-02,2024-12-31,1997-01-02,2024-12-31,1997-01-02,2024-12-31,1997-01-02,2024-12-31
84373,31838,11,100,DGX,QUEST DIAGNOSTICS INC,DGX,621511,N,A,R,74834L10,0,0,1,8071,3,86,343,1,0,1997-01-14,2024-12-31,1997-01-14,2024-12-31,1997-01-14,2024-12-31,1997-01-14,2024-12-31
84381,31847,11,100,ROK,ROCKWELL AUTOMATION INC,ROK,335312,N,A,R,77390310,0,0,1,3621,10,115,350,1,0,1996-12-16,2024-12-31,1996-12-16,2024-12-31,1996-12-16,2024-12-31,1996-12-16,2024-12-31
84519,15321,11,100,CIEN,CIENA CORP,CIEN,334210,N,A,R,17177930,60015159,20499,1,3661,9,2,276,1,1554,1997-02-07,2024-12-31,1997-02-07,2024-12-31,1997-02-07,2024-12-31,1997-02-07,2024-12-31
84761,15436,11,100,TTWO,TAKE TWO INTERACTIVE SOFTWR INC,TTWO,541511,Q,A,R,87405410,60015268,20661,3,7370,7,2,245,1,1854,1997-04-15,2024-12-31,1997-04-15,2024-12-31,1997-04-15,2024-12-31,1997-04-15,2024-12-31
84767,31965,18,100,ARE,ALEXANDRIA REAL EST EQUITIES INC,ARE,531210,N,A,R,01527110,0,0,1,6531,7,111,341,1,0,1997-05-23,2024-12-31,1997-05-23,2024-12-31,1997-05-23,2024-12-31,1997-05-23,2024-12-31
84769,31967,11,100,APH,AMPHENOL CORP NEW,APH,334417,N,A,R,03209510,0,0,1,3678,3,86,342,1,0,1997-05-20,2024-12-31,1997-05-20,2024-12-31,1997-05-20,2024-12-31,1997-05-20,2024-12-31
84788,15473,11,100,AMZN,AMAZON COM INC,AMZN,459999,Q,A,R,02313510,60015310,20733,3,7370,5,4,239,1,2015,1997-05-15,2024-12-31,1997-05-15,2024-12-31,1997-05-15,2024-12-31,1997-05-15,2024-12-31
85032,15545,11,231,,QWEST COMMUNICATIONS INTL INC,Q,517110,N,A,R,74912110,60015382,20834,1,4813,5,17,152,1,309,1997-06-24,2011-03-31,1997-06-24,2011-03-31,1997-06-24,2011-03-31,1997-06-24,2011-03-31
85035,15506,11,100,QRVO,QORVO INC,QRVO,334413,Q,A,R,74736K10,2003969,75199,3,3670,5,4,240,1,2011,1997-06-03,2024-12-31,1997-06-03,2024-12-31,1997-06-03,2024-12-31,1997-06-03,2024-12-31
85058,31991,18,100,BXP,BXP INC,BXP,531110,N,A,R,10112110,0,0,1,6798,6,114,337,1,0,1997-06-18,2024-12-31,1997-06-18,2024-12-31,1997-06-18,2024-12-31,1997-06-18,2024-12-31
85072,32009,11,100,RL,RALPH LAUREN CORP,RL,315250,N,A,R,75121210,0,0,1,2321,10,83,339,1,0,1997-06-12,2024-12-31,1997-06-12,2024-12-31,1997-06-12,2024-12-31,1997-06-12,2024-12-31
85073,32010,11,241,,PROVIDIAN FINANCIAL CORP,PVN,522210,N,A,R,74406A10,0,0,1,6021,5,21,109,1,0,1997-06-13,2005-09-30,1997-06-13,2005-09-30,1997-06-13,2005-09-30,1997-06-13,2005-09-30
85238,32030,48,233,,EQUITY OFFICE PROPERTIES TRUST,EOP,525930,N,A,R,29474110,0,0,1,6798,5,39,122,1,0,1997-07-08,2007-02-09,1997-07-08,2007-02-09,1997-07-08,2007-02-09,1997-07-08,2007-02-09
85257,32054,11,100,AME,AMETEK INC NEW,AME,334513,N,A,R,03110010,0,0,1,3823,4,114,338,1,0,1997-08-08,2024-12-31,1997-08-08,2024-12-31,1997-08-08,2024-12-31,1997-08-08,2024-12-31
85265,32062,18,100,SLG,S L GREEN REALTY CORP,SLG,531110,N,A,R,78440X88,0,0,1,6798,7,152,336,1,0,1997-08-15,2024-12-31,1997-08-15,2024-12-31,1997-08-15,2024-12-31,1997-08-15,2024-12-31
85269,32066,11,100,VLO,VALERO ENERGY CORP NEW,VLO,324110,N,A,R,91913Y10,0,0,1,2911,3,112,335,1,0,1997-08-12,2024-12-31,1997-08-12,2024-12-31,1997-08-12,2024-12-31,1997-08-12,2024-12-31
85271,15674,11,241,,AMERICAN CAPITAL LTD,ACAS,525990,Q,A,R,02503Y10,60015511,21003,3,6159,6,54,172,1,1538,1997-08-29,2017-01-03,1997-08-29,2017-01-03,1997-08-29,2017-01-03,1997-08-29,2017-01-03
85348,32093,11,100,YUM,YUM BRANDS INC,YUM,722511,N,A,R,98849810,0,0,1,5812,6,85,336,1,0,1997-10-07,2024-12-31,1997-10-07,2024-12-31,1997-10-07,2024-12-31,1997-10-07,2024-12-31
85459,15758,11,100,CHRW,CH ROBINSON WORLDWIDE INC,CHRW,488510,Q,A,R,12541W20,60015595,21115,3,4731,6,111,256,1,1533,1997-10-15,2024-12-31,1997-10-15,2024-12-31,1997-10-15,2024-12-31,1997-10-15,2024-12-31
85516,15736,11,233,,POWER ONE INC,PWER,335999,Q,A,R,73930R10,60015571,21082,3,3679,5,3,131,1,1611,1997-10-01,2013-07-25,1997-10-01,2013-07-25,1997-10-01,2013-07-25,1997-10-01,2013-07-25
85522,15854,11,241,,APPLIED MICRO CIRCUITS CORP,AMCC,334413,Q,A,R,03822W40,60015688,21225,3,3674,4,6,139,1,1833,1997-11-25,2017-01-26,1997-11-25,2017-01-26,1997-11-25,2017-01-26,1997-11-25,2017-01-26
85592,32135,18,100,PLD,PROLOGIS INC,PLD,531110,N,A,R,74340W10,0,0,1,6798,6,108,332,1,0,1997-11-21,2024-12-31,1997-11-21,2024-12-31,1997-11-21,2024-12-31,1997-11-21,2024-12-31
85593,32136,11,100,AMG,AFFILIATED MANAGERS GROUP INC,AMG,523150,N,A,R,00825210,0,0,1,6282,8,34,335,1,0,1997-11-21,2024-12-31,1997-11-21,2024-12-31,1997-11-21,2024-12-31,1997-11-21,2024-12-31
85599,32141,11,231,,C I T GROUP INC,,,N,A,R,12557710,0,0,1,6153,1,14,45,1,0,1997-11-13,2001-06-01,1997-11-13,2001-06-01,1997-11-13,2001-06-01,1997-11-13,2001-06-01
85621,32158,11,100,MTD,METTLER TOLEDO INTERNATIONAL INC,MTD,333998,N,A,R,59268810,0,0,1,3596,6,0,333,1,0,1997-11-14,2024-12-31,1997-11-14,2024-12-31,1997-11-14,2024-12-31,1997-11-14,2024-12-31
85631,7623,11,100,ADSK,AUTODESK INC,ADSK,513210,Q,A,R,05276910,60007579,9925,3,7370,4,67,297,1,2144,1985-06-28,2024-12-31,1985-06-28,2024-12-31,1985-06-28,2024-12-31,1985-06-28,2024-12-31
85663,32191,11,100,URI,UNITED RENTALS INC,URI,532490,N,A,R,91136310,0,0,1,7359,7,8,330,1,0,1997-12-18,2024-12-31,1997-12-18,2024-12-31,1997-12-18,2024-12-31,1997-12-18,2024-12-31
85675,15867,11,233,,ENVISION HEALTHCARE CORP,EVHC,621111,N,A,R,29414D10,60015702,21242,1,8011,7,2,190,1,1493,1997-12-04,2018-10-10,1997-12-04,2018-10-10,1997-12-04,2018-10-10,1997-12-04,2018-10-10
85753,15940,11,100,VRSN,VERISIGN INC,VRSN,541511,Q,A,R,92343E10,60015774,21351,3,7372,6,4,226,1,1877,1998-01-30,2024-12-31,1998-01-30,2024-12-31,1998-01-30,2024-12-31,1998-01-30,2024-12-31
85792,34660,11,100,PWR,QUANTA SERVICES INC,PWR,238210,N,A,R,74762E10,0,0,1,1731,4,25,329,1,0,1998-02-12,2024-12-31,1998-02-12,2024-12-31,1998-02-12,2024-12-31,1998-02-12,2024-12-31
85908,34684,11,233,,GRACE W R & CO DEL NEW,GRA,325180,N,A,R,38388F10,0,0,1,2819,7,22,286,1,0,1998-04-08,2021-09-21,1998-04-08,2021-09-21,1998-04-08,2021-09-21,1998-04-08,2021-09-21
85913,30005,11,100,MAR,MARRIOTT INTERNATIONAL INC NEW,MAR,721110,Q,A,R,57190320,60019286,25894,3,7011,4,102,297,1,294,1998-03-30,2024-12-31,1998-03-30,2024-12-31,1998-03-30,2024-12-31,1998-03-30,2024-12-31
85914,7506,11,100,BBY,BEST BUY COMPANY INC,BBY,334419,N,A,R,08651610,60007464,9754,1,3679,8,97,418,1,92,1985-04-18,2024-12-31,1985-04-18,2024-12-31,1985-04-18,2024-12-31,1985-04-18,2024-12-31
85926,34702,11,100,SEE,SEALED AIR CORP NEW,SEE,325211,N,A,R,81211K10,0,0,1,2821,14,77,339,1,0,1998-04-08,2024-12-31,1998-04-08,2024-12-31,1998-04-08,2024-12-31,1998-04-08,2024-12-31
85963,16056,11,241,,BROADCOM CORP,BRCM,334413,Q,A,R,11132010,70069213,21490,3,3670,2,30,118,1,1781,1998-04-17,2016-01-29,1998-04-17,2016-01-29,1998-04-17,2016-01-29,1998-04-17,2016-01-29
85991,16033,11,241,,LEVEL 3 COMMUNICATIONS INC,LVLT,517911,N,A,R,52729N30,60015866,21463,1,4813,5,4,184,1,1489,1998-04-01,2017-10-31,1998-04-01,2017-10-31,1998-04-01,2017-10-31,1998-04-01,2017-10-31
86021,34746,11,231,,L 3 TECHNOLOGIES INC,LLL,334511,N,A,R,50241310,0,0,1,3812,6,65,262,1,0,1998-05-19,2019-06-28,1998-05-19,2019-06-28,1998-05-19,2019-06-28,1998-05-19,2019-06-28
86041,34764,11,231,,YOUNG & RUBICAM INC,,,N,A,R,98742510,0,0,1,7311,1,6,31,1,0,1998-05-12,2000-10-03,1998-05-12,2000-10-03,1998-05-12,2000-10-03,1998-05-12,2000-10-03
86102,34765,11,100,FHI,FEDERATED HERMES INC,FHI,523940,N,A,R,31421110,0,0,1,6282,8,113,330,1,0,1998-05-14,2024-12-31,1998-05-14,2024-12-31,1998-05-14,2024-12-31,1998-05-14,2024-12-31
86111,34770,18,100,AMT,AMERICAN TOWER CORP NEW,AMT,531110,N,A,R,03027X10,0,0,1,6798,13,53,333,1,0,1998-06-05,2024-12-31,1998-06-05,2024-12-31,1998-06-05,2024-12-31,1998-06-05,2024-12-31
86136,34798,11,100,SRE,SEMPRA ENERGY,SRE,221210,N,A,R,81685110,0,0,1,4932,6,108,327,1,0,1998-06-29,2024-12-31,1998-06-29,2024-12-31,1998-06-29,2024-12-31,1998-06-29,2024-12-31
86158,16167,11,100,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,CTSH,541511,Q,A,R,19244610,60015998,21626,3,7370,2,36,222,1,1624,1998-06-19,2024-12-31,1998-06-19,2024-12-31,1998-06-19,2024-12-31,1998-06-19,2024-12-31
86176,16179,11,233,,KING PHARMACEUTICALS INC,KG,325412,N,A,R,49558210,60016010,21640,1,2834,4,4,143,1,303,1998-06-25,2011-02-28,1998-06-25,2011-02-28,1998-06-25,2011-02-28,1998-06-25,2011-02-28
86228,34838,11,100,RSG,REPUBLIC SERVICES INC,RSG,562219,N,A,R,76075910,0,0,1,4953,3,86,323,1,0,1998-07-01,2024-12-31,1998-07-01,2024-12-31,1998-07-01,2024-12-31,1998-07-01,2024-12-31
86288,16188,11,100,CSGP,COSTAR GROUP INC,CSGP,519290,Q,A,R,22160N10,60016019,21651,3,6531,7,1,233,1,1808,1998-07-01,2024-12-31,1998-07-01,2024-12-31,1998-07-01,2024-12-31,1998-07-01,2024-12-31
86305,34849,11,241,,CONVERGYS CORP,CVG,541990,N,A,R,21248510,0,0,1,8999,6,28,250,1,0,1998-08-13,2018-10-04,1998-08-13,2018-10-04,1998-08-13,2018-10-04,1998-08-13,2018-10-04
86314,34859,12,233,,X L GROUP LTD,XL,524130,N,A,R,G9829410,0,0,1,6351,7,80,248,1,0,1998-08-18,2018-09-11,1998-08-18,2018-09-11,1998-08-18,2018-09-11,1998-08-18,2018-09-11
86326,16261,12,574,,GLOBAL CROSSING LTD,GX,,N,A,R,G3921A10,60016096,21742,1,4813,3,1,29,1,300,1998-08-14,2002-01-30,1998-08-14,2002-01-30,1998-08-14,2002-01-30,1998-08-14,2002-01-30
86339,16268,18,100,CCI,CROWN CASTLE INC,CCI,531110,N,A,R,22822V10,70067067,21751,1,6798,13,44,315,1,341,1998-08-18,2024-12-31,1998-08-18,2024-12-31,1998-08-18,2024-12-31,1998-08-18,2024-12-31
86356,16285,11,100,EBAY,EBAY INC,EBAY,459999,Q,A,R,27864210,60016118,21770,3,7389,9,29,240,1,2097,1998-09-24,2024-12-31,1998-09-24,2024-12-31,1998-09-24,2024-12-31,1998-09-24,2024-12-31
86414,21833,11,331,,SPRINT CORP,PCS,,N,A,R,85206150,0,0,1,4813,2,2,70,1,0,1998-11-24,2004-04-22,1998-11-24,2004-04-22,1998-11-24,2004-04-22,1998-11-24,2004-04-22
86496,16338,11,233,,CONEXANT SYSTEMS INC,CNXT,334413,Q,A,R,20714230,60016651,22408,3,3674,4,5,109,1,1393,1999-01-04,2011-04-18,1999-01-04,2011-04-18,1999-01-04,2011-04-18,1999-01-04,2011-04-18
86580,16382,11,100,NVDA,NVIDIA CORP,NVDA,334413,Q,A,R,67066G10,60016697,22463,3,3670,4,55,237,1,1872,1999-01-22,2024-12-31,1999-01-22,2024-12-31,1999-01-22,2024-12-31,1999-01-22,2024-12-31
86591,34988,11,574,,DELPHI CORP,DPH,336211,N,A,R,24712610,0,0,1,3714,4,25,84,1,0,1999-02-05,2005-10-10,1999-02-05,2005-10-10,1999-02-05,2005-10-10,1999-02-05,2005-10-10
86725,16425,11,233,,LIFE TECHNOLOGIES CORP,LIFE,325414,Q,A,R,53217V10,60016825,22640,3,2836,4,2,133,1,1382,1999-02-26,2014-02-03,1999-02-26,2014-02-03,1999-02-26,2014-02-03,1999-02-26,2014-02-03
86756,35014,11,241,,PEPSI BOTTLING GROUP INC,PBG,312111,N,A,R,71340910,0,0,1,2086,4,46,137,1,0,1999-03-31,2010-02-26,1999-03-31,2010-02-26,1999-03-31,2010-02-26,1999-03-31,2010-02-26
86783,16454,11,100,BKNG,BOOKING HOLDINGS INC,BKNG,561510,Q,A,R,09857L10,60016867,22700,3,7389,8,5,222,1,2005,1999-03-30,2024-12-31,1999-03-30,2024-12-31,1999-03-30,2024-12-31,1999-03-30,2024-12-31
86799,35026,11,100,CNX,C N X RESOURCES CORP,CNX,211120,N,A,R,12653C10,0,0,1,1311,11,69,321,1,0,1999-04-30,2024-12-31,1999-04-30,2024-12-31,1999-04-30,2024-12-31,1999-04-30,2024-12-31
86845,7263,11,241,,COMMERCE BANCORP INC NJ,CBH,522110,N,A,R,20051910,60007229,9395,1,6021,6,106,211,1,211,1984-10-18,2008-03-28,1984-10-18,2008-03-28,1984-10-18,2008-03-28,1984-10-18,2008-03-28
86868,35048,11,100,GS,GOLDMAN SACHS GROUP INC,GS,523150,N,A,R,38141G10,0,0,1,6211,12,102,321,1,0,1999-05-04,2024-12-31,1999-05-04,2024-12-31,1999-05-04,2024-12-31,1999-05-04,2024-12-31
86946,35164,11,241,,REYNOLDS AMERICAN INC,RAI,312230,N,A,R,76171310,0,0,1,2111,5,77,226,1,0,1999-06-15,2017-07-24,1999-06-15,2017-07-24,1999-06-15,2017-07-24,1999-06-15,2017-07-24
86964,16561,11,100,FFIV,F 5 INC,FFIV,541512,Q,A,R,31561610,60016997,22929,3,7372,6,1,231,1,1765,1999-06-04,2024-12-31,1999-06-04,2024-12-31,1999-06-04,2024-12-31,1999-06-04,2024-12-31
86976,7850,11,560,,CONSECO INC,CNC,,N,A,R,20846410,60007803,10250,1,6311,6,49,146,1,49,1985-11-14,2002-08-08,1985-11-14,2002-08-08,1985-11-14,2002-08-08,1985-11-14,2002-08-08
86979,16614,11,100,JNPR,JUNIPER NETWORKS INC,JNPR,334118,N,A,R,48203R10,60017052,22994,1,3577,8,44,280,1,1215,1999-06-25,2024-12-31,1999-06-25,2024-12-31,1999-06-25,2024-12-31,1999-06-25,2024-12-31
86996,16584,18,100,SBAC,S B A COMMUNICATIONS CORP NEW,SBAC,517810,Q,A,R,78410G10,60017019,22955,3,4899,6,22,232,1,1552,1999-06-16,2024-12-31,1999-06-16,2024-12-31,1999-06-16,2024-12-31,1999-06-16,2024-12-31
